NIT,RAZON SOCIAL,AÑO,MES,SEECCIONAL,CONSUMO M3 MES ACUEDUCTO,CONSUMO M3 MES ALCANTARILLADO
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JUNIO,SAMANA,15590,12887
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JUNIO,SAN JOSE,5333,3430
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JUNIO,SUPIA,66140,54295
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JUNIO,VICTORIA,13101,11201
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JUNIO,VITERBO,54808,47931
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,AGUADAS,39166,37284
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,ANSERMA,62666,60889
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,ARAUCA,17956,15881
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,ARMA,4452,3587
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,BELALCAZAR,16493,11705
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,CHINCHINA,293829,278524
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,FILADELFIA,11738,11162
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,GUARINOCITO,17728,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,KILOMETRO 41,6635,2973
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,LA DORADA,397351,315688
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,MANZANARES,21926,17989
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,MARMATO,18339,9001
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,MARQUETALIA,19196,16331
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,MARULANDA,1896,1852
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,NEIRA,39746,37497
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,PALESTINA,17661,14717
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,RIOSUCIO,60062,55364
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,RISARALDA,16898,11535
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,SALAMINA,27633,27162
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,SAMANA,18653,15539
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,SAN JOSE,5308,3430
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,SUPIA,66445,53718
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,VICTORIA,14867,12776
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,JULIO,VITERBO,50559,42686
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,AGUADAS,41699,39633
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,ANSERMA,65191,63272
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,ARAUCA,17810,15829
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,ARMA,4568,3515
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,BELALCAZAR,17507,12092
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,CHINCHINA,296353,280292
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,FILADELFIA,12512,11741
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,GUARINOCITO,19544,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,KILOMETRO 41,6845,2958
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,LA DORADA,400897,311045
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,MANZANARES,21053,17178
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,MARMATO,20045,10006
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,MARQUETALIA,19961,16996
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,MARULANDA,1953,1902
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,NEIRA,39013,36705
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,PALESTINA,17919,14610
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,RIOSUCIO,61155,56674
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,RISARALDA,18891,12983
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,SALAMINA,30505,29743
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,SAMANA,15351,12799
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,SAN JOSE,5867,3616
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,SUPIA,62628,50051
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,VICTORIA,14485,12311
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,AGOSTO,VITERBO,51321,43612
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,AGUADAS,42940,32131
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,ANSERMA,66053,64010
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,ARAUCA,19955,17612
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,ARMA,5295,3756
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,BELALCAZAR,19829,13773
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,CHINCHINA,296244,282484
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,FILADELFIA,12571,11673
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,GUARINOCITO,20005,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,KILOMETRO 41,7869,3346
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,LA DORADA,400376,319011
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,MANZANARES,20893,17043
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,MARMATO,20648,9946
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,MARQUETALIA,19629,16225
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,MARULANDA,2339,2256
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,NEIRA,39541,37063
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,PALESTINA,18830,15217
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,RIOSUCIO,61736,57265
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,RISARALDA,19152,13043
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,SALAMINA,33254,32384
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,SAMANA,18935,15813
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,SAN JOSE,6760,3750
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,SUPIA,67776,54744
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,VICTORIA,12850,11137
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,SEPTIEMBRE,VITERBO,58996,49197
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,AGUADAS,38779,36724
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,ANSERMA,58186,56723
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,ARAUCA,18530,16318
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,ARMA,5090,3670
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,BELALCAZAR,16613,11572
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,CHINCHINA,311069,297547
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,FILADELFIA,11725,10871
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,GUARINOCITO,17794,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,KILOMETRO 41,7347,2956
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,LA DORADA,393587,315327
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,MANZANARES,20729,17008
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,MARMATO,18141,8718
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,MARQUETALIA,17790,14689
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,MARULANDA,1778,1730
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,NEIRA,38509,36271
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,PALESTINA,17646,14772
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,RIOSUCIO,63305,58465
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,RISARALDA,16874,11567
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,SALAMINA,28776,28217
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,SAMANA,17532,14675
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,SAN JOSE,6149,3301
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,SUPIA,71101,56492
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,VICTORIA,11624,10178
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,OCTUBRE,VITERBO,50939,43072
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,AGUADAS,43127,40262
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,ANSERMA,63852,62127
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,ARAUCA,18968,16848
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,ARMA,5118,3665
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,BELALCAZAR,16577,11618
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,CHINCHINA,303090,290832
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,FILADELFIA,12004,11345
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,GUARINOCITO,18631,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,KILOMETRO 41,6711,2829
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,LA DORADA,377483,299894
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,MANZANARES,22935,18877
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,MARMATO,18711,9784
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,MARQUETALIA,18993,16090
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,MARULANDA,1994,1947
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,NEIRA,36429,34441
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,PALESTINA,18981,15994
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,RIOSUCIO,62157,57105
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,RISARALDA,17283,12090
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,SALAMINA,29173,28717
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,SAMANA,16580,13781
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,SAN JOSE,6322,3656
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,SUPIA,66763,54167
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,VICTORIA,13971,12346
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,NOVIEMBRE,VITERBO,50839,43767
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,AGUADAS,46888,45107
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,ANSERMA,58138,56705
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,ARAUCA,17946,15843
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,ARMA,4690,3539
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,BELALCAZAR,17228,12385
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,CHINCHINA,294271,281276
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,FILADELFIA,11577,10850
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,GUARINOCITO,17282,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,KILOMETRO 41,7211,3031
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,LA DORADA,380155,292967
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,MANZANARES,19874,16310
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,MARMATO,17199,8536
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,MARQUETALIA,19378,16496
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,MARULANDA,1865,1821
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,NEIRA,39725,37301
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,PALESTINA,17098,14271
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,RIOSUCIO,56237,51373
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,RISARALDA,15769,11589
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,SALAMINA,31617,30767
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,SAMANA,16342,13541
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,SAN JOSE,5743,3469
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,SUPIA,65859,53638
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,VICTORIA,13200,11599
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2019,DICIEMBRE,VITERBO,51896,45082
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,AGUADAS,41800,39776
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,ANSERMA,67924,66235
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,ARAUCA,20409,18219
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,ARMA,5639,3954
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,BELALCAZAR,18126,12694
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,CHINCHINA,299508,286790
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,FILADELFIA,13985,12701
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,GUARINOCITO,22236,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,KILOMETRO 41,7770,3138
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,LA DORADA,418870,323384
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,MANZANARES,24120,20331
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,MARMATO,21820,10641
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,MARQUETALIA,23091,19845
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,MARULANDA,2052,1997
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,NEIRA,46657,43494
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,PALESTINA,21910,17764
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,RIOSUCIO,72063,66086
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,RISARALDA,19160,13039
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,SALAMINA,33796,32888
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,SAMANA,20914,17301
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,SAN JOSE,6291,3741
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,SUPIA,77207,62031
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,VICTORIA,17234,14476
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,ENERO,VITERBO,61347,51520
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,AGUADAS,45249,42120
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,ANSERMA,63923,62212
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,ARAUCA,18985,16895
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,ARMA,5516,4000
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,BELALCAZAR,19681,13617
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,CHINCHINA,287535,270609
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,FILADELFIA,11347,10667
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,GUARINOCITO,19376,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,KILOMETRO 41,7527,3062
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,LA DORADA,413144,323087
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,MANZANARES,19714,16426
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,MARMATO,19785,10145
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,MARQUETALIA,18498,15830
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,MARULANDA,2149,2082
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,NEIRA,40899,38554
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,PALESTINA,18190,15053
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,RIOSUCIO,58969,54458
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,RISARALDA,19513,13371
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,SALAMINA,31053,30609
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,SAMANA,17551,14408
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,SAN JOSE,6344,3870
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,SUPIA,64485,52058
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,VICTORIA,14151,12335
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,FEBRERO,VITERBO,57826,48070
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,MARZO,AGUADAS,41264,39165
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,MARZO,ANSERMA,56992,55327
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,MARZO,ARAUCA,16856,14939
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,MARZO,ARMA,6119,4299
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,MARZO,BELALCAZAR,16445,11438
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,MARZO,CHINCHINA,265044,252932
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,MARZO,FILADELFIA,12194,11489
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,MARZO,GUARINOCITO,17124,0
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,MARZO,KILOMETRO 41,6724,2851
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,MARZO,LA DORADA,376147,287952
890.803.239-9,Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P,2020,MARZO,MANZANARES,19806,16572
